khe avr,khe err,kbh avr,kbh err,Day
0.01528952825211106,0.004402749428982943,0.0024385962957711805,0.00043035781506578545,1
0.013092128733368354,0.002771379320203248,0.002517687682270618,0.00037300248665826283,2
0.010349770006644285,0.0022412410495655294,0.0020758496228131607,0.00022136177495381908,3
0.014600701856947285,0.001849745246492248,0.0024528340473989564,0.0009046859352943092,4
