khe avr,khe err,kbh avr,kbh err,Day
0.0,0.0,0.0,0.0,1
25.955195000784055,18.551522654833537,18.52652513691938,12.149254650413884,2
18.82316149267698,10.661178561265885,-0.5981366009425967,9.453061432833403,3
