khe avr,khe err,kbh avr,kbh err,Day
0.027364276182754103,0.004555708949025397,0.0023599908690145103,0.0004680941912230515,1
0.002930331268536188,0.0005764212430700766,0.0009661351400536855,9.734964595558083e-05,2
0.0036277033313020235,0.0006285638197416982,0.0008562296076932371,0.00010278647481462418,3
