khe avr,khe err,kbh avr,kbh err,Day
0.0,0.0,0.0,0.0,1
-89.29770907066508,1.3457870697549228,-57.21758475421023,6.405821964553122,2
-85.96332491723764,2.5637434004506896,-61.31908900202967,2.6337687183242484,3
